ep,num,start,end,chara,script
9,92,"00:09:13,597","00:09:16,667",,それって　いつ!?
9,92,"00:09:13,597","00:09:16,667",,いいから　やる
9,93,"00:09:16,667","00:09:21,138",,強くなりたいんだろ!?
9,93,"00:09:16,667","00:09:21,138",,（２人）う～ん…　オス…
9,94,"00:09:21,138","00:09:24,908",,フッ！　フッ！　ウッ…
9,95,"00:09:24,908","00:09:27,578",,これで強くなれるのかな？
9,96,"00:09:27,578","00:09:31,015",,もっと　「タァー！」とか
9,96,"00:09:27,578","00:09:31,015",,やりたいよね
9,97,"00:09:31,015","00:09:35,219",,まじめに　やれ～！
9,97,"00:09:31,015","00:09:35,219",,（２人）キャ～！
9,98,"00:09:35,219","00:09:39,073",,あんな地味な動きなのに　つかれる
9,99,"00:09:39,073","00:09:42,973",,仕上げに　うで立て３０回！
9,99,"00:09:39,073","00:09:42,973",,（２人）３０回!?
9,100,"00:09:44,061","00:09:47,564",,１７…
9,100,"00:09:44,061","00:09:47,564",,（２人）グハッ！
9,101,"00:09:47,564","00:09:50,484",,うでが～
9,101,"00:09:47,564","00:09:50,484",,おなかが～
9,102,"00:09:50,484","00:09:55,572",,空手って　きついね
9,102,"00:09:50,484","00:09:55,572",,まだ空手してる気しないけど
9,103,"00:09:55,572","00:09:58,809",,やっぱり　ああいうのやりたいな～
9,104,"00:09:58,809","00:10:00,609",,フッ！
9,105,"00:10:02,212","00:10:05,232",,フッ！　タァ！
9,105,"00:10:02,212","00:10:05,232",,わたしも　あれがいい！
9,106,"00:10:05,232","00:10:07,317",,いきなりやったらケガするだけだ
9,107,"00:10:07,317","00:10:11,105",,あれができれば　バーンって
9,107,"00:10:07,317","00:10:11,105",,敵をたおせそうな気がするよね
9,108,"00:10:11,105","00:10:14,241",,する　する！
9,108,"00:10:11,105","00:10:14,241",,なんで強くなりたいんだ？
9,109,"00:10:14,241","00:10:17,828",,もちろん
9,109,"00:10:14,241","00:10:17,828",,敵をボッコボコにするためだよ
9,110,"00:10:17,828","00:10:20,364",,でもって　フォーチュンを見返すの
9,111,"00:10:20,364","00:10:23,417",,そんなんじゃダメだな
9,111,"00:10:20,364","00:10:23,417",,なんで？　誠司だって
9,112,"00:10:23,417","00:10:26,103",,相手をたおすために
9,112,"00:10:23,417","00:10:26,103",,空手やってるんでしょ？
9,113,"00:10:26,103","00:10:30,574",,ちがうな　オレは自分を
9,113,"00:10:26,103","00:10:30,574",,きたえるためだ
9,113,"00:10:26,103","00:10:30,574",,（２人）え～!?　
9,114,"00:10:30,574","00:10:33,594",,よく分かんない
9,114,"00:10:30,574","00:10:33,594",,ねぇ～
9,115,"00:10:33,594","00:10:36,530",,分からないうちは
9,115,"00:10:33,594","00:10:36,530",,攻撃は教えられない
9,116,"00:10:36,530","00:10:38,582",,（２人）ウウ…
9,117,"00:10:38,582","00:10:41,935",,ハァ…　つかれたよ～
9,118,"00:10:41,935","00:10:46,056",,アタタ…
9,118,"00:10:41,935","00:10:46,056",,足も　うでも　おなかも　いたい
9,119,"00:10:46,056","00:10:51,628",,ちょっとは強くなれたのかな？
9,119,"00:10:46,056","00:10:51,628",,でも　まだ攻撃　教わってないし
9,120,"00:10:51,628","00:10:56,200",,早く氷川さんみたいに　「タァ！」とか
9,120,"00:10:51,628","00:10:56,200",,かっこよくやりたいよね
9,121,"00:10:56,200","00:10:59,002",,その気持ち　分かるわ！
9,122,"00:10:59,002","00:11:02,039",,わたしなんて
9,122,"00:10:59,002","00:11:02,039",,もう何年も　やってるのに
9,123,"00:11:02,039","00:11:04,942",,ちっとも　いおなちゃんみたいに
9,123,"00:11:02,039","00:11:04,942",,なれなくて…
9,124,"00:11:04,942","00:11:07,494",,きびしいんだね　空手の世界って
9,125,"00:11:07,494","00:11:11,615",,パパッと強くなれる方法は
9,125,"00:11:07,494","00:11:11,615",,ないのかな～？
9,126,"00:11:11,615","00:11:14,118",,ひめったら
9,126,"00:11:11,615","00:11:14,118",,フフフ…
9,127,"00:11:14,118","00:11:15,786",,≪（ドアの開く音）≫
9,128,"00:11:15,786","00:11:20,257",,毎度～　おやつ　いりませんか？
9,128,"00:11:15,786","00:11:20,257",,あっ　ゆうこ！
9,129,"00:11:20,257","00:11:22,776",,なんで　ここにいるって
9,129,"00:11:20,257","00:11:22,776",,分かったの？
9,130,"00:11:22,776","00:11:27,030",,配達の途中に
9,130,"00:11:22,776","00:11:27,030",,２人がここに入るのを見たんだ
9,131,"00:11:27,030","00:11:29,800",,アメなめる？
9,131,"00:11:27,030","00:11:29,800",,ニャ～！　シュバッ！
9,132,"00:11:29,800","00:11:34,500",,かずみちゃんも　どう？
9,132,"00:11:29,800","00:11:34,500",,特製ハニーキャンディー　おいしいんだよ
9,133,"00:11:35,556","00:11:39,426",,（３人）おぉ～
9,133,"00:11:35,556","00:11:39,426",,明日もがんばるぞ～
9,134,"00:11:39,426","00:11:42,629",,（かずみ）わたしも　明日こそ
9,134,"00:11:39,426","00:11:42,629",,昇段試験に受かってみせる！
9,135,"00:11:42,629","00:11:44,481",,試験？
9,136,"00:11:44,481","00:11:48,202",,それで師範に　みとめてもらえれば
9,136,"00:11:44,481","00:11:48,202",,段をもらえるんだ
9,137,"00:11:48,202","00:11:51,205",,あ～　いおなちゃんと同じ
9,137,"00:11:48,202","00:11:51,205",,黒帯しめたい！
9,138,"00:11:51,205","00:11:53,205",,（ゆうこ）がんばれ～
9,139,"00:11:57,094","00:12:02,049",,フン！　この街は　世界に羽ばたく
9,139,"00:11:57,094","00:12:02,049",,オレさまにとっては小さすぎる！
9,140,"00:12:02,049","00:12:05,369",,まさか
9,140,"00:12:02,049","00:12:05,369",,こんな街の担当になるとはな
9,141,"00:12:05,369","00:12:08,288",,はじまったわ　オレさまトーク
9,142,"00:12:08,288","00:12:10,891",,これ　からみにくくて
9,142,"00:12:08,288","00:12:10,891",,めんどくさいんですよ
9,143,"00:12:10,891","00:12:13,260",,それにしてもナマケルダ
9,144,"00:12:13,260","00:12:17,981",,おまえのやる気のなさは
9,144,"00:12:13,260","00:12:17,981",,オレさまを安心させる
9,144,"00:12:13,260","00:12:17,981",,はぁ？
9,145,"00:12:17,981","00:12:22,369",,そして　ホッシーワ！
9,145,"00:12:17,981","00:12:22,369",,おまえの　ほしがるだけで努力せず
9,146,"00:12:22,369","00:12:25,939",,成果もあげない態度は実にいい
9,146,"00:12:22,369","00:12:25,939",,アハ…
9,147,"00:12:25,939","00:12:28,675",,２人とも　オレさまを
9,147,"00:12:25,939","00:12:28,675",,引き立てるために
9,148,"00:12:28,675","00:12:31,411",,存在するかのようだ
9,148,"00:12:28,675","00:12:31,411",,（２人）アァ？
9,149,"00:12:31,411","00:12:33,931",,それに引きかえ　なんだ　あそこは
9,150,"00:12:33,931","00:12:37,150",,ムンムンとやる気が
9,150,"00:12:33,931","00:12:37,150",,みなぎっているではないか！
9,151,"00:12:37,150","00:12:40,904",,オレさまの地位をおびやかす
9,151,"00:12:37,150","00:12:40,904",,やる気のある　わかい芽は
9,152,"00:12:40,904","00:12:43,104",,早いうちに　つんでしまわねば！
9,153,"00:14:22,522","00:14:26,243",,試験がんばってね！
9,153,"00:14:22,522","00:14:26,243",,うん　が…　がんばる！
9,154,"00:14:26,243","00:14:30,497",,実は　わたし　今回の試験で
9,154,"00:14:26,243","00:14:30,497",,段をもらえなかったら
9,155,"00:14:30,497","00:14:32,933",,空手をやめようと思ってるんだ
9,156,"00:14:32,933","00:14:35,569",,わたしに空手は
9,156,"00:14:32,933","00:14:35,569",,向いてないのかなって…
9,157,"00:14:35,569","00:14:38,822",,そんなことないよ！
9,157,"00:14:35,569","00:14:38,822",,何年も　つづけられたんだし
9,158,"00:14:38,822","00:14:43,593",,わたしたちなんて
9,158,"00:14:38,822","00:14:43,593",,一日で　めげてるのに
9,159,"00:14:43,593","00:14:46,493",,ちょっと裏で練習してくるね
9,160,"00:14:47,864","00:14:50,217",,≪いおなちゃんみたいに…≫
9,161,"00:14:50,217","00:14:52,152",,ハッ！
9,162,"00:14:52,152","00:14:55,572",,≪でも　わたしが　あんなふうに
9,162,"00:14:52,152","00:14:55,572",,なれるわけないか…≫
9,163,"00:14:55,572","00:14:57,708",,≪なれるさ≫
9,163,"00:14:55,572","00:14:57,708",,えっ？
9,164,"00:14:57,708","00:15:01,228",,オレさまは
9,164,"00:14:57,708","00:15:01,228",,幻影帝国の幹部・オレスキー
9,165,"00:15:01,228","00:15:05,749",,おまえより強い者を消し去り
9,165,"00:15:01,228","00:15:05,749",,おまえが最強になれ
9,166,"00:15:05,749","00:15:11,649",,鏡に映る未来を最悪にかえろ！
9,167,"00:15:13,273","00:15:17,973",,カモン　サイアーク！
9,168,"00:15:19,780","00:15:22,566",,サイア～ク
9,169,"00:15:22,566","00:15:26,486",,オレさまの敵になりそうな
9,169,"00:15:22,566","00:15:26,486",,つわものを　やっつけるのだ！
9,170,"00:15:26,486","00:15:29,189",,サイアーク！
9,170,"00:15:26,486","00:15:29,189",,（３人）あっ！
9,171,"00:15:29,189","00:15:32,709",,サイアーク
9,171,"00:15:29,189","00:15:32,709",,（一同）うわ～！
9,172,"00:15:32,709","00:15:36,109",,オレは　みんなを避難させる！
9,172,"00:15:32,709","00:15:36,109",,（２人）オス！
9,173,"00:15:37,214","00:15:39,232",,≪かわルンルン！≫
9,174,"00:15:39,232","00:15:46,873",,♪♪～
9,175,"00:15:46,873","00:15:51,978",,プリキュア
9,175,"00:15:46,873","00:15:51,978",,くるりんミラーチェンジ！
9,176,"00:15:51,978","00:16:12,032",,♪♪～
9,177,"00:16:12,032","00:16:32,018",,♪♪～
9,178,"00:16:32,018","00:16:36,518",,世界に広がるビッグな愛！
9,179,"00:16:39,526","00:16:41,826",,キュアラブリー！
9,180,"00:16:45,132","00:16:49,332",,天空に舞う　蒼き風！
9,181,"00:16:51,838","00:16:54,638",,キュアプリンセス！
9,182,"00:16:56,510","00:16:59,796",,ハピネス注入！　幸せチャージ！
9,183,"00:16:59,796","00:17:02,696",,ハピネスチャージプリキュア！
9,184,"00:17:03,800","00:17:06,736",,サイアーク！
9,185,"00:17:06,736","00:17:09,523",,かずみの大事な試験
9,185,"00:17:06,736","00:17:09,523",,じゃましないでよ！
9,186,"00:17:09,523","00:17:12,492",,おっ？
9,186,"00:17:09,523","00:17:12,492",,キュアフォーチュンは　いないのか
9,187,"00:17:12,492","00:17:16,463",,おまえら２人ならチョロいもんだ
9,187,"00:17:12,492","00:17:16,463",,腹立つ～！
9,188,"00:17:16,463","00:17:19,666",,オス！　どっからでも
9,188,"00:17:16,463","00:17:19,666",,かかってきなさい！
9,189,"00:17:19,666","00:17:23,653",,まだ攻撃　教わってないのに!?
9,189,"00:17:19,666","00:17:23,653",,気合だよ　気合！
9,190,"00:17:23,653","00:17:26,873",,ハッ！
9,190,"00:17:23,653","00:17:26,873",,オレさまの出世のふみ台となれ！
9,191,"00:17:26,873","00:17:29,459",,やれ！　チョイアーク！
9,192,"00:17:29,459","00:17:32,362",,（２人）セイヤ！
9,192,"00:17:29,459","00:17:32,362",,（チョイアークたち）チョイ　チョイ…
9,193,"00:17:32,362","00:17:34,931",,タァー！
9,193,"00:17:32,362","00:17:34,931",,トリャー！
9,194,"00:17:34,931","00:17:38,051",,この　この　この　この～！
9,195,"00:17:38,051","00:17:41,271",,タァッ！
9,195,"00:17:38,051","00:17:41,271",,トリャ！
9,196,"00:17:41,271","00:17:44,341",,まぶしいけど…
9,197,"00:17:44,341","00:17:47,978",,ラブリー　ビーム！
9,198,"00:17:47,978","00:17:50,730",,（チョイアークたち）チョイ～！
9,198,"00:17:47,978","00:17:50,730",,目が～！
9,199,"00:17:50,730","00:17:55,268",,ラブリー！
9,199,"00:17:50,730","00:17:55,268",,（チョイアークたち）チョイ～！　チョイ　チョイ…
9,200,"00:17:55,268","00:17:58,538",,プリンセス
9,200,"00:17:55,268","00:17:58,538",,このプリカードを使うですわ！
9,201,"00:17:58,538","00:18:03,210",,サンキュー　リボン！
9,201,"00:17:58,538","00:18:03,210",,氷の舞を見せてあげるわ！
9,202,"00:18:03,210","00:18:06,079",,≪かわルンルン！≫
9,203,"00:18:06,079","00:18:10,033",,プリキュア
9,203,"00:18:06,079","00:18:10,033",,くるりんミラーチェンジ！
9,204,"00:18:10,033","00:18:12,919",,シャーベットバレエ！
9,205,"00:18:12,919","00:18:17,023",,プリキュア
9,205,"00:18:12,919","00:18:17,023",,アラベスク　シャワー！
9,206,"00:18:17,023","00:18:26,683",,♪♪～
9,207,"00:18:26,683","00:18:28,952",,（チョイアークたち）チョイ　チョイ～
9,208,"00:18:28,952","00:18:32,439",,プリンセス　美しいですわ！
9,208,"00:18:28,952","00:18:32,439",,ヌヌヌ…
9,209,"00:18:32,439","00:18:35,525",,フォーチュンがいなくても
9,209,"00:18:32,439","00:18:35,525",,余裕ですぞ！
9,210,"00:18:35,525","00:18:40,380",,ナマケルダのマネなどしおって
9,210,"00:18:35,525","00:18:40,380",,いけ！　サイアーク！
9,211,"00:18:40,380","00:18:42,265",,サイア～ク
9,212,"00:18:42,265","00:18:46,903",,サイ！　サイ！　サイ！　サイ！
9,212,"00:18:42,265","00:18:46,903",,サイア～ク！
9,213,"00:18:46,903","00:18:49,356",,ヤァー！
9,214,"00:18:49,356","00:18:52,756",,トォ！
9,214,"00:18:49,356","00:18:52,756",,タァ！
9,215,"00:18:54,728","00:18:56,713",,よし！
9,215,"00:18:54,728","00:18:56,713",,いける！
9,216,"00:18:56,713","00:19:00,267",,ハハハハ…
9,216,"00:18:56,713","00:19:00,267",,よろこぶのは　まだ早いぞ
9,217,"00:19:00,267","00:19:04,771",,さぁ　オレさまの地位向上のため
9,217,"00:19:00,267","00:19:04,771",,本気を出せ　サイアーク！
9,218,"00:19:04,771","00:19:06,573",,サイア～ク
9,219,"00:19:06,573","00:19:10,710",,わたしたちも本気出して
9,219,"00:19:06,573","00:19:10,710",,こっちから攻撃よ！
9,220,"00:19:10,710","00:19:14,564",,突きで来る！
9,220,"00:19:10,710","00:19:14,564",,サイア～ク
9,221,"00:19:14,564","00:19:16,633",,えっ!?
9,221,"00:19:14,564","00:19:16,633",,あぶない！
9,222,"00:19:16,633","00:19:20,203",,（ドーン！）
9,222,"00:19:16,633","00:19:20,203",,アアー！　ウッ…　ウッ…
9,223,"00:19:20,203","00:19:22,038",,ラブリー！
9,224,"00:19:22,038","00:19:25,642",,ひきょうですわ！
9,224,"00:19:22,038","00:19:25,642",,かしこいと言ってくれたまえ
9,225,"00:19:25,642","00:19:30,747",,突きと見せかけて回しげり…
9,225,"00:19:25,642","00:19:30,747",,見たか　この戦いのセンス！
9,226,"00:19:30,747","00:19:33,033",,オレさま　最高～！
9,227,"00:19:33,033","00:19:37,420",,防御もなしで　まともに食らって
9,227,"00:19:33,033","00:19:37,420",,さぞかし　きいたことだろう
9,228,"00:19:37,420","00:19:43,109",,キュアプリンセス　おまえの油断が
9,228,"00:19:37,420","00:19:43,109",,この事態を　まねいたのだ
9,229,"00:19:43,109","00:19:46,680",,ラブリー　ラブリー…
9,229,"00:19:43,109","00:19:46,680",,どうしよう…
9,230,"00:19:46,680","00:19:50,350",,((あなたに
9,230,"00:19:46,680","00:19:50,350",,大きなわざわいが　ふりかかるわ))
9,231,"00:19:50,350","00:19:53,637",,これじゃあ　キュアフォーチュンの
9,231,"00:19:50,350","00:19:53,637",,言ったとおりになっちゃう…
9,232,"00:19:53,637","00:19:57,557",,ハハハハハ…
9,233,"00:19:57,557","00:20:00,327",,負けられない！
9,234,"00:20:00,327","00:20:05,215",,プリンセス　弾丸マシンガン！
9,235,"00:20:05,215","00:20:07,434",,トリャー！
9,236,"00:20:07,434","00:20:09,803",,サイア～ク
9,236,"00:20:07,434","00:20:09,803",,ハッ！
9,237,"00:20:09,803","00:20:14,257",,そんな適当な攻撃
9,237,"00:20:09,803","00:20:14,257",,オレさまには通用せん！
9,238,"00:20:14,257","00:20:18,378",,ハハハ…　今日はキュアフォーチュンの助けも
9,238,"00:20:14,257","00:20:18,378",,ないようだな
9,239,"00:20:18,378","00:20:21,564",,サイア～ク！
9,239,"00:20:18,378","00:20:21,564",,あっ！
9,240,"00:20:21,564","00:20:24,934",,ウッ！
9,240,"00:20:21,564","00:20:24,934",,プリンセス！
9,241,"00:20:24,934","00:20:28,038",,≪やっぱり
9,241,"00:20:24,934","00:20:28,038",,わたしには守れないの？≫
9,242,"00:20:28,038","00:20:32,275",,≪ラブリーのことも　この街も…≫
9,243,"00:20:32,275","00:20:35,228",,ああ～！
9,243,"00:20:32,275","00:20:35,228",,ウウ…
9,244,"00:20:35,228","00:20:39,499",,ハハハハ…
9,244,"00:20:35,228","00:20:39,499",,あわわわ…
9,245,"00:20:39,499","00:20:42,869",,サイア～ク！
9,245,"00:20:39,499","00:20:42,869",,あっ　あっ…
9,246,"00:20:42,869","00:20:48,975",,♪♪「いただきますと　ごちそうさま」
9,247,"00:20:48,975","00:20:51,528",,サ…　サイ～？　サイ～？
9,248,"00:20:51,528","00:20:54,447",,♪♪「合言葉」
9,249,"00:20:54,447","00:21:00,370",,♪♪「幸せごはんで今日もハピネス」
9,250,"00:21:00,370","00:21:02,389",,ヌッ…　そこか！
9,251,"00:21:02,389","00:21:07,727",,♪♪「たまごかけたごはん食べたい」
9,252,"00:21:07,727","00:21:10,080",,何？
9,252,"00:21:07,727","00:21:10,080",,新しいプリキュア？
9,253,"00:21:10,080","00:21:13,533",,ヌゥ…　また１人
9,253,"00:21:10,080","00:21:13,533",,やる気ある芽が　あらわれたか？
9,254,"00:21:13,533","00:21:17,020",,♪♪「おかずなしでも
9,254,"00:21:13,533","00:21:17,020",,そのままでＯＫ…」
9,255,"00:21:17,020","00:21:21,207",,ハウッ！　そうだ　ＯＫだ！
9,255,"00:21:17,020","00:21:21,207",,ごはん最高～！
9,256,"00:21:21,207","00:21:23,893",,♪♪「ホカホカのごはんが…」
9,257,"00:21:23,893","00:21:28,998",,でも　何だ？　この歌声
9,257,"00:21:23,893","00:21:28,998",,思わず　和んでしまうではないか
9,258,"00:21:28,998","00:21:35,021",,♪♪「夢が大もり　てんこもり」
9,259,"00:21:35,021","00:21:37,741",,♪♪「みんな　いっしょに
9,259,"00:21:35,021","00:21:37,741",,たらふく食べれば」
9,260,"00:21:37,741","00:21:39,743",,♪♪「元気いっぱい」
9,261,"00:21:39,743","00:21:45,799",,（オレスキー）♪♪「ごはんは」
9,261,"00:21:39,743","00:21:45,799",,（一同）♪♪「愛のエネルギー」
9,262,"00:21:45,799","00:21:51,304",,（一同）♪♪「あ～
9,262,"00:21:45,799","00:21:51,304",,ごはんは　おいしいな」
9,263,"00:21:51,304","00:21:56,976",,♪♪「あ～　ごはんは　おいしいな」
9,264,"00:21:56,976","00:21:58,795",,ごはん食べたい！
9,265,"00:21:58,795","00:22:01,648",,なんか　この歌きいてたら
9,265,"00:21:58,795","00:22:01,648",,元気出てきた！
9,266,"00:22:01,648","00:22:05,752",,修行を思い出して　防御　防御
9,267,"00:22:05,752","00:22:07,804",,（２人）防御…
9,268,"00:22:07,804","00:22:13,604",,なっ…　サイアーク　何している!?
9,268,"00:22:07,804","00:22:13,604",,いけ！
9,268,"00:22:07,804","00:22:13,604",,サイア～ク！
9,269,"00:22:15,645","00:22:20,733",,あれ!?　なんか体が勝手に…
9,269,"00:22:15,645","00:22:20,733",,防御の型　できちゃってる！
9,270,"00:22:20,733","00:22:23,219",,サイア～ク！
9,270,"00:22:20,733","00:22:23,219",,セイ！
9,271,"00:22:23,219","00:22:25,371",,ヤァー！
9,271,"00:22:23,219","00:22:25,371",,（２人）ハァー！
9,272,"00:22:25,371","00:22:28,024",,サイ～
9,272,"00:22:25,371","00:22:28,024",,やったね！　プリンセス
9,273,"00:22:28,024","00:22:31,861",,誠司の言ってたとおり
9,273,"00:22:28,024","00:22:31,861",,防御が攻撃につながった！
9,274,"00:22:31,861","00:22:35,361",,よ～し
9,274,"00:22:31,861","00:22:35,361",,お次は　いっしょに　いくよ！
9,275,"00:22:36,966","00:22:42,138",,愛の光を聖なる力に
9,275,"00:22:36,966","00:22:42,138",,ラブプリブレス！
9,276,"00:22:42,138","00:22:47,538",,勇気の光を聖なる力へ
9,276,"00:22:42,138","00:22:47,538",,ラブプリブレス！
9,277,"00:22:49,395","00:22:53,550",,あなたにハッピー
9,277,"00:22:49,395","00:22:53,550",,おとどけデリバリー！
9,278,"00:22:53,550","00:22:57,050",,ハッピー
9,279,"00:22:59,572","00:23:06,045",,プリキュア
9,279,"00:22:59,572","00:23:06,045",,ツインミラクルパワーシュート！
9,280,"00:23:06,045","00:23:12,952",,♪♪～
9,281,"00:23:12,952","00:23:15,852",,ハピネスチャージ！
9,282,"00:23:18,241","00:23:22,245",,ゴクラ～ク
9,283,"00:23:22,245","00:23:25,048",,フフッ…
9,283,"00:23:22,245","00:23:25,048",,クゥ～
9,284,"00:23:25,048","00:23:28,648",,明日の勝利のために
9,284,"00:23:25,048","00:23:28,648",,今日はここまで！
9,285,"00:23:30,770","00:23:33,122",,あの…　ありがとう！
9,286,"00:23:33,122","00:23:37,210",,パンチやキックもすごいけど
9,286,"00:23:33,122","00:23:37,210",,歌って　み～んなが和むよね
9,287,"00:23:37,210","00:23:39,345",,じゃあ　また
9,288,"00:23:39,345","00:23:42,348",,あっ…　待って！
9,288,"00:23:39,345","00:23:42,348",,あなたは一体…
9,289,"00:23:42,348","00:23:44,467",,わたしは　キュアハニー
9,290,"00:23:44,467","00:23:48,767",,おなかいっぱい　幸せいっぱいが
9,290,"00:23:44,467","00:23:48,767",,モットーだよ！
9,291,"00:23:50,190","00:23:54,410",,キュアハニーか…
9,291,"00:23:50,190","00:23:54,410",,ダレなんだろう？
9,292,"00:23:54,410","00:23:56,596",,今の　おまえたちの　なかまか？
9,293,"00:23:56,596","00:24:01,017",,たぶん…
9,293,"00:23:56,596","00:24:01,017",,きっと　なかまだよ！
9,294,"00:24:01,017","00:24:03,152",,あれ？　わたし…
9,295,"00:24:03,152","00:24:07,390",,プリキュアが助けてくれたのよ
9,296,"00:24:07,390","00:24:09,509",,わたし　まちがえてた
9,297,"00:24:09,509","00:24:12,712",,あせって　いおなちゃんのマネを
9,297,"00:24:09,509","00:24:12,712",,するんじゃなくて
9,298,"00:24:12,712","00:24:16,399",,基本を大事に
9,298,"00:24:12,712","00:24:16,399",,１歩ずつ　力をつけなきゃ
9,299,"00:24:16,399","00:24:19,569",,わたしも　つねにそう思ってる
9,300,"00:24:19,569","00:24:22,472",,おたがい自分を高めましょう
9,301,"00:24:22,472","00:24:25,475",,オス！
9,301,"00:24:22,472","00:24:25,475",,オス！
9,302,"00:24:25,475","00:24:30,730",,みんな！
9,302,"00:24:25,475","00:24:30,730",,わたし　試験がんばってくるね！
9,303,"00:24:30,730","00:24:33,650",,かずみちゃん
9,303,"00:24:30,730","00:24:33,650",,空手　つづけるみたいだね
9,304,"00:24:33,650","00:24:35,301",,あっ！
9,305,"00:24:35,301","00:24:39,289",,これは　キラキラな指輪の
9,305,"00:24:35,301","00:24:39,289",,パワーを感じるですわ
9,306,"00:24:39,289","00:24:42,191",,ハッ　ハッ…
9,306,"00:24:39,289","00:24:42,191",,こちょこちょ　してくださいな
9,307,"00:24:42,191","00:24:45,595",,こちょ　こちょ　こちょ
9,307,"00:24:42,191","00:24:45,595",,アハハハハ…
9,308,"00:24:45,595","00:24:48,095",,ハーピション！
9,309,"00:24:51,351","00:24:57,206",,これで　また　大いなる　ねがいに
9,309,"00:24:51,351","00:24:57,206",,近づきましたわ
9,310,"00:24:57,206","00:25:00,443",,２人とも
9,310,"00:24:57,206","00:25:00,443",,防御の大切さ　分かったろ？
9,311,"00:25:00,443","00:25:03,363",,さぁ　稽古のつづきをしようぜ！
9,311,"00:25:00,443","00:25:03,363",,オッス！
9,312,"00:25:03,363","00:25:05,148",,（グゥ～）
9,313,"00:25:05,148","00:25:08,451",,なんか　キュアハニーの歌きいたら
9,313,"00:25:05,148","00:25:08,451",,おなかすいちゃった
9,314,"00:25:08,451","00:25:10,837",,うん　ごはん食べた～い
9,315,"00:25:10,837","00:25:14,040",,空手は　また今度教えて
9,315,"00:25:10,837","00:25:14,040",,ヒマな時に
9,316,"00:25:14,040","00:25:16,609",,ったく　おまえたちってヤツは
9,317,"00:25:16,609","00:25:22,949",,♪♪「夢が大もり」
9,317,"00:25:16,609","00:25:22,949",,♪♪「てんこもり」
9,318,"00:25:22,949","00:25:25,635",,何とも言えず
9,318,"00:25:22,949","00:25:25,635",,ふしぎな歌でしたわね
9,319,"00:25:25,635","00:25:28,071",,っていうか　変！
9,319,"00:25:25,635","00:25:28,071",,アハハ…
9,320,"00:25:28,071","00:25:33,359",,♪♪「ごはんは　愛の」
9,320,"00:25:28,071","00:25:33,359",,（２人）♪♪「エネルギー」
9,321,"00:25:33,359","00:25:38,881",,♪♪「あ～」
9,321,"00:25:33,359","00:25:38,881",,（一同）♪♪「ごはんは　おいしいな」
9,322,"00:25:38,881","00:25:40,683",,♪♪「あ～」
9,323,"00:25:40,683","00:25:46,983",,♪♪「ごはんが食べたいな～」
10,1,"00:00:35,240","00:00:38,760",,≪アイ　アイ　アイドル
10,1,"00:00:35,240","00:00:38,760",,かわルンルン！≫
10,2,"00:00:38,760","00:00:47,502",,♪♪～
10,3,"00:00:47,502","00:00:49,521",,（白雪ひめ）あぁ…
10,4,"00:00:49,521","00:00:55,510",,（愛乃めぐみ）
10,4,"00:00:49,521","00:00:55,510",,♪♪「いただきますと　ごちそうさま」
10,5,"00:00:55,510","00:01:01,199",,♪♪「笑顔がふくらむ合言葉」
10,6,"00:01:01,199","00:01:08,773",,♪♪「幸せごはんで今日もハピネス」
10,7,"00:01:08,773","00:01:12,260",,キャー！　めぐみのアイドルすがた
10,7,"00:01:08,773","00:01:12,260",,ステキですわ
10,8,"00:01:12,260","00:01:15,447",,≪このキュアハニーの歌
10,8,"00:01:12,260","00:01:15,447",,あれから　ずーっと
10,9,"00:01:15,447","00:01:19,634",,わたしの頭の中を
10,9,"00:01:15,447","00:01:19,634",,グルグルあばれ回るの≫
10,10,"00:01:19,634","00:01:25,056",,♪♪「おかずなしでも
10,10,"00:01:19,634","00:01:25,056",,そのままでＯＫです」
10,11,"00:01:25,056","00:01:26,825",,あっ！
10,12,"00:01:26,825","00:01:29,194",,…じゃないわよ　めぐみ！
10,13,"00:01:29,194","00:01:33,164",,キュアハニーが　いったい何者なのか
10,13,"00:01:29,194","00:01:33,164",,調べないといけないでしょ
10,14,"00:01:33,164","00:01:35,750",,あの子が
10,14,"00:01:33,164","00:01:35,750",,いっしょに戦ってくれたら
10,15,"00:01:35,750","00:01:37,836",,とっても心強いもんね！
10,16,"00:01:37,836","00:01:40,105",,いったい何者なんだろうね？
10,17,"00:01:40,105","00:01:43,992",,わたしもキュアハニーは
10,17,"00:01:40,105","00:01:43,992",,担当ではないもので…
10,18,"00:01:43,992","00:01:46,845",,ブルーさまなら
10,18,"00:01:43,992","00:01:46,845",,ごぞんじかもしれませんけど
10,19,"00:01:46,845","00:01:50,315",,あいにく海外出張中ですので…
10,19,"00:01:46,845","00:01:50,315",,（２人）えぇ!?
10,20,"00:01:50,315","00:01:53,985",,神さまにも
10,20,"00:01:50,315","00:01:53,985",,海外出張なんてあるんだね！
10,21,"00:01:53,985","00:01:57,872",,（リボン）ブルーさまは今
10,21,"00:01:53,985","00:01:57,872",,クイーンミラージュの脅威にそなえて
10,22,"00:01:57,872","00:02:02,143",,世界各地のプリキュアたちの
10,22,"00:01:57,872","00:02:02,143",,応援に行かれてるんですわ
10,23,"00:02:02,143","00:02:05,513",,そっか～　ほかのプリキュアに
10,23,"00:02:02,143","00:02:05,513",,負けないように
10,24,"00:02:05,513","00:02:08,099",,わたしたちも　がんばらないとね！
